surface	wiki_title	type
Concordia (beverage)	Concordia (drink)	ingredient
Concordia (drink)	Concordia (drink)	ingredient
Condensed Milk Company of Ireland	Condensed Milk Company of Ireland	ingredient
Condensed milk company of ireland	Condensed Milk Company of Ireland	ingredient
Condensed soup	Soup	dish
Condiment for seasoning minestrone	Minestrone	dish
Conejito	Conejito	dish
Conejo en salmorejo	Conejo en salmorejo	dish
Coney Dog	Coney Island hot dog	ingredient
Coney Dogs	Coney Island hot dog	ingredient
Coney Island fries	Chili cheese fries	ingredient
Coney Island hot dog	Coney Island hot dog	ingredient
Coney Island hot dogs	Coney Island hot dog	ingredient
Coney dog	Coney Island hot dog	ingredient
Coney dogs	Coney Island hot dog	ingredient
Coney island hot dog	Coney Island hot dog	ingredient
Coneyak	Cognac	ingredient
Confect	Confit	technique
Confection	Confectionery	dish
Confectionaire	Confectionery	dish
Confectionaries	Confectionery	dish
Confectionary	Confectionery	dish
Confectionary industry	Confectionery	dish
Confectioner	Confectionery	dish
Confectioneries	Confectionery	dish
Confectionery	Confectionery	dish
Confectionery industry	Confectionery	dish
Confections	Confectionery	dish
Confeito	Konpeitō	ingredient
Confetti di Sulmona	Confetti di Sulmona	dish
Confi	Confit	technique
Confinement loaf	Nutraloaf	dish
Confit	Confit	technique
Confiture	Confiture	ingredient
Confiture de lait	Dulce de leche	dish
Confyt	Comfit	dish
Cong you bing	Cong you bing	dish
Congac	Cognac	ingredient
Congee	Congee	dish
Congnac	Cognac	ingredient
Congo Brands	Prime (drink)	ingredient
Congri	Moros y Cristianos (dish)	dish
Congrí	Moros y Cristianos (dish)	dish
Congyoubing	Cong you bing	dish
Coniglio alla Sanremese	Coniglio alla sanremese	dish
Coniglio alla cacciatora	Cacciatore	dish
Coniglio alla sanremese	Coniglio alla sanremese	dish
Conjee	Congee	dish
Conjey	Congee	dish
Conke	Coca-Cola	ingredient
Conkie	Conkie	dish
Conkie	Ducana	ingredient
Conkies	Conkie	dish
Connemara Hill Lamb	Connemara Hill Lamb	dish
Conopco	Unilever	ingredient
Consider the Oyster	Consider the Oyster	ingredient
Consider the oyster	Consider the Oyster	ingredient
Consilva	Pinasugbo	dish
Consolidated Dairy Products Company	Darigold	ingredient
Consomme	Consommé	dish
Consomme soup	Consommé	dish
Consommé	Consommé	dish
Constitution of the Food and Agriculture Organization	Food and Agriculture Organization	ingredient
Consumers Cooperative Association	Farmland Industries	dish
Consumme	Consommé	dish
Contadina	Contadina	dish
ContiGroup	ContiGroup Companies	ingredient
ContiGroup Companies	ContiGroup Companies	ingredient
ContiGroup Companies, Inc	ContiGroup Companies	ingredient
Contigroup	ContiGroup Companies	ingredient
Continental Grain	ContiGroup Companies	ingredient
Continental Grain Company	ContiGroup Companies	ingredient
Continental grain	ContiGroup Companies	ingredient
Contour bottle	Coca-Cola	ingredient
Controversies surrounding Kraft Foods Inc.	Kraft Foods Inc.	dish
Controversies surrounding Unilever	Unilever	ingredient
Conversation Hearts	Sweethearts (candy)	dish
Conversation heart	Sweethearts (candy)	dish
Conversation hearts	Sweethearts (candy)	dish
Coo-coo	Cou-cou	dish
Coockie	Cookie	dish
Cook-Hormel House	Hormel Historic Home	dish
Cooke Aquaculture	Cooke Inc.	ingredient
Cooke Aquaculture Inc	Cooke Inc.	ingredient
Cooke Inc	Cooke Inc.	ingredient
Cooke Inc.	Cooke Inc.	ingredient
Cooke Seafood	Cooke Inc.	ingredient
Cooked goose	Goose as food	dish
Cooked oil noodles	Sigyet khauk swè	dish
Cooki	Cookie	dish
Cookie	Cookie	dish
Cookie (baked goods)	Cookie	dish
Cookie Crumble	Golden Gaytime	ingredient
Cookie Monster cookies	Keebler Company	dish
Cookie O'Puss	Cookie Puss	dish
Cookie Pals cookies	Keebler Company	dish
Cookie Puss	Cookie Puss	dish
Cookie and cream	Cookies and cream	ingredient
Cookie bar	Cookie	dish
Cookie bars	Cookie	dish
Cookie dough ice cream	Chocolate chip cookie dough ice cream	dish
Cookie puss	Cookie Puss	dish
Cookie queen	Girl Scout Cookies	dish
Cookie roll	Barquillo	dish
Cookiee	Cookie	dish
Cookiepuss	Cookie Puss	dish
Cookiepuss Cake	Cookie Puss	dish
Cookies	Cookie	dish
Cookies &amp; Cream	Cookies and cream	ingredient
Cookies &amp; Creme	Cookies and cream	ingredient
Cookies 'N Cream	Cookies and cream	ingredient
Cookies 'n Cream	Cookies and cream	ingredient
Cookies 'n cream	Cookies and cream	ingredient
Cookies 'n' Cream	Cookies and cream	ingredient
Cookies And Cream	Cookies and cream	ingredient
Cookies N Cream	Cookies and cream	ingredient
Cookies N' Cream	Cookies and cream	ingredient
Cookies and Cream	Cookies and cream	ingredient
Cookies and cream	Cookies and cream	ingredient
Cookies n Cream	Cookies and cream	ingredient
Cookies n' Cream	Cookies and cream	ingredient
Cookies ‘n’ Cream	Cookies and cream	ingredient
Cookies-and-cream	Cookies and cream	ingredient
Cooking Wine	Wine	ingredient
Cooking a turkey	Turkey as food	dish
Cooking basic topics	Outline of food preparation	technique
Cooking of apples	Cooking of apples	dish
Cooking potatoes	Potato	dish
Cooking/Baking	Baking	technique
Cooking/Barbecuing	Barbecue	technique
Cooking/Barbequing	Barbecue	technique
Cooking/Braising	Braising	technique
Cooking/Brining	Brining	dish
Cooking/Broiling	Grilling	technique
Cooking/Frying	Frying	dish
Cooking/Grilling	Grilling	technique
Cooking/Hot salt frying	Hot salt frying	dish
Cooking/Hot sand frying	Hot salt frying	dish
Cooking/Marination	Marination	technique
Cooking/Pickling	Pickling	technique
Cooking/Poaching	Poaching (cooking)	technique
Cooking/Roasting	Roasting	technique
Cooking/Sauteeing	Sautéing	technique
Cooking/Sautéing	Sautéing	technique
Cooking/Smoking	Smoking (cooking)	technique
Cooking/Steaming	Steaming	technique
Cooksville Cheese Factory	Cooksville Cheese Factory	ingredient
Cooky	Cookie	dish
Cool Berry Flummery	Flummery	dish
Cool Mountain Beverages	Cool Mountain Beverages	ingredient
Cool Ranch	Doritos	dish
Cool Ranch Cheetos	Cheetos	dish
Cool Ranch Doritos	Doritos	dish
Cool Ridge	Cool Ridge	ingredient
Cool Whip	Cool Whip	dish
Cool aid	Kool-Aid	dish
Cool berry flummery	Flummery	dish
Cool haus	Coolhaus	dish
Cool house	Coolhaus	dish
Cool mountain beverages	Cool Mountain Beverages	ingredient
Cool whip	Cool Whip	dish
Cool-Aid	Kool-Aid	dish
Coolade	Kool-Aid	dish
Coolah Energy	Solo (Australian soft drink)	ingredient
Coole Swan Irish Cream Liqueur	Coole Swan Irish Cream Liqueur	ingredient
Cooler Ranch	Doritos	dish
Coolhaus	Coolhaus	dish
Coolhous	Coolhaus	dish
Coolhouse	Coolhaus	dish
Coolwhip	Cool Whip	dish
Cooperativa Agricola y Lechera de La Union Limitada	Cooperativa Agrícola y Lechera de La Unión Limitada	ingredient
Cooperativa Agricola y Lechera de La Union Ltda	Cooperativa Agrícola y Lechera de La Unión Limitada	ingredient
Cooperativa Agrícola y Lechera de La Unión Limitada	Cooperativa Agrícola y Lechera de La Unión Limitada	ingredient
Cooperativa Agrícola y Lechera de La Unión Ltda	Cooperativa Agrícola y Lechera de La Unión Limitada	ingredient
Cooperl Arc Atlantique	Cooperl Arc Atlantique	ingredient
Cooperstown Cocktail (cocktail)	Cooperstown cocktail (cocktail)	ingredient
Cooperstown cocktail (cocktail)	Cooperstown cocktail (cocktail)	ingredient
Coors Cutter	Coors Cutter	ingredient
Coors Light	Coors Light	ingredient
Coors Lite	Coors Light	ingredient
Coos-coos	Couscous	dish
Coosh	Mush (cornmeal)	dish
Copenhagen (dessert)	Copenhagen (dessert)	dish
Coppa (food)	Capocollo	ingredient
Coppa (meat)	Capocollo	ingredient
Coppacola	Capocollo	ingredient
Coppola Foods	Coppola Foods	dish
Coppola Foods Limited	Coppola Foods	dish
Copra	Copra	ingredient
Copras	Copra	ingredient
Coq Roq	BK Chicken Fries	dish
Coq au Vin	Coq au vin	dish
Coq au vin	Coq au vin	dish
Coq-au-vin	Coq au vin	dish
Coquito	Coquito	ingredient
Corazón de palma	Heart of palm	ingredient
Corba	Chorba	dish
Corbata de sebo	Biscocho	dish
Cordero al palo	Asado	dish
Cordial (candy)	Cordial (candy)	dish
Cordial cherry	Cordial (candy)	dish
Cordon Bleu (food)	Cordon bleu (dish)	dish
Cordon bleu (dish)	Cordon bleu (dish)	dish
Cordon blue	Cordon bleu (dish)	dish
Coregone di Campotosto	Coregone di Campotosto	dish
Corek	Tsoureki	dish
Coriander	Coriander	ingredient
Coriander (plant)	Coriander	ingredient
Coriander (spice)	Coriander	ingredient
Coriander Ginger Tea	Koththamalli	ingredient
Coriander seed	Coriander	ingredient
Coriandor	Coriander	ingredient
Coriandrum sativum	Coriander	ingredient
Coriandrun sativum	Coriander	ingredient
Cork Distillers Company	Paddy Whiskey	ingredient
Cork Dry Gin	Cork Dry Gin	ingredient
Corn	Maize	dish
Corn (Maize)	Maize	dish
Corn (grain)	Maize	dish
Corn (maize)	Maize	dish
Corn (term)	Maize	dish
Corn Bread	Cornbread	dish
Corn Crab Soup	Corn crab soup	dish
Corn Muffin	Muffin	dish
Corn Shucking	Maize	dish
Corn beef hash	Hash (food)	dish
Corn bread	Cornbread	dish
Corn cake	Cornbread	dish
Corn cob grits	Corn on the cob	dish
Corn cobs	Corn on the cob	dish
Corn crab soup	Corn crab soup	dish
Corn dodger	Johnnycake	dish
Corn economics	Maize	dish
Corn flakes	Makka Poha	dish
Corn gluten	Corn gluten meal	dish
Corn gluten meal	Corn gluten meal	dish
Corn holder	Corn on the cob	dish
Corn meal	Cornmeal	ingredient
Corn meal gluten	Corn gluten meal	dish
Corn muffin	Muffin	dish
Corn mush	Mush (cornmeal)	dish
Corn on cob	Corn on the cob	dish
Corn on the Cob	Corn on the cob	dish
Corn on the cob	Corn on the cob	dish
Corn on the ears	Corn on the cob	dish
Corn pone	Cornbread	dish
Corn production	Maize	dish
Corn pudding	Kānga waru	dish
Corn puff	Puffcorn	dish
Corn puffs	Puffcorn	dish
Corn-cob	Corn on the cob	dish
Corn-meal	Cornmeal	ingredient
Corn-on-the-cob	Corn on the cob	dish
Corn-pone	Cornbread	dish
Cornball	Cracker Jack	dish
Cornbread	Cornbread	dish
Cornbread ball	Hushpuppy	dish
Corncob holder	Corn on the cob	dish
Corncobs	Corn on the cob	dish
Corned Beef sandwich	Corned beef sandwich	ingredient
Corned beef and cabbage	Bacon and cabbage	dish
Corned beef guisado	Carne norte guisado	dish
Corned beef hash	Hash (food)	dish
Corned beef omelet	Tortang carne norte	dish
Corned beef omelette	Tortang carne norte	dish
Corned beef on rye	Corned beef sandwich	ingredient
Corned beef pie	Corned beef pie	dish
Corned beef sandwich	Corned beef sandwich	ingredient
Corned beef sopas	Sopas	dish
Corned beef soup	Carne norte guisado	dish
Corned-beef hash	Hash (food)	dish
Cornella unalaschkensis	Cornus × unalaschkensis	ingredient
Cornella x unalaschkensis	Cornus × unalaschkensis	ingredient
Cornella × unalaschkensis	Cornus × unalaschkensis	ingredient
Cornet (bread)	Corone (bread)	dish
Cornetto (pastry)	Cornetto (pastry)	dish
Cornic	Cornick (food)	dish
Cornick (food)	Cornick (food)	dish
Cornicks	Cornick (food)	dish
Cornics	Cornick (food)	dish
Cornish Game	Cornish game hen	dish
Cornish Game Hen	Cornish game hen	dish
Cornish Game hen	Cornish game hen	dish
Cornish Pasty	Pasty	dish
Cornish game hen	Cornish game hen	dish
Cornish hen	Cornish game hen	dish
Cornish pastie	Pasty	dish
Cornish pasties	Pasty	dish
Cornish pasty	Pasty	dish
Cornmeal	Cornmeal	ingredient
Cornmeal mush	Mush (cornmeal)	dish
Cornpone	Cornbread	dish
Cornsilog	Silog	dish
Cornulete	Cornulețe	dish
Cornuleţe	Cornulețe	dish
Cornulețe	Cornulețe	dish
Cornus unalaschkensis	Cornus × unalaschkensis	ingredient
Cornus x intermedia	Cornus × unalaschkensis	ingredient
Cornus x lepagei	Cornus × unalaschkensis	ingredient
Cornus x unalaschkensis	Cornus × unalaschkensis	ingredient
Cornus × intermedia	Cornus × unalaschkensis	ingredient
Cornus × lepagei	Cornus × unalaschkensis	ingredient
Cornus × unalaschkensis	Cornus × unalaschkensis	ingredient
Cornus ×unalaschkensis	Cornus × unalaschkensis	ingredient
Corokke	Korokke	dish
Corona &amp; Lime	Corona (beer)	ingredient
Corona (beer)	Corona (beer)	ingredient
Corona Beer	Corona (beer)	ingredient
Corona Extra	Corona (beer)	ingredient
Corona Hard Seltzer	Corona (beer)	ingredient
Corona Light	Corona (beer)	ingredient
Corona Lite	Corona (beer)	ingredient
Corona and Lime	Corona (beer)	ingredient
Corona and lime	Corona (beer)	ingredient
Corona beer	Corona (beer)	ingredient
Corona extra	Corona (beer)	ingredient
Corona. Extra	Corona (beer)	ingredient
Coronation Khukri	Khukri Rum	ingredient
Coronation Khukri Rum	Khukri Rum	ingredient
Coronation Khukri XXX Rum	Khukri Rum	ingredient
Coronation Kukri	Khukri Rum	ingredient
Coronation Kukri Rum	Khukri Rum	ingredient
Coronation Kukri XXX Rum	Khukri Rum	ingredient
Corone (bread)	Corone (bread)	dish
Coronet (bread)	Corone (bread)	dish
Corrales azafran	Safflower	ingredient
Corretto	Caffè corretto	ingredient
Corriander	Coriander	ingredient
Corsica Cola	Corsica Cola	ingredient
Corsica-Cola	Corsica Cola	ingredient
Corsican cuisine	Cuisine of Corsica	cuisine
Corsican desserts	Cuisine of Corsica	cuisine
Corsican soup	Cuisine of Corsica	cuisine
Corsican soups	Cuisine of Corsica	cuisine
Corsned	Corsned	dish
Cortadito	Cortado	ingredient
Cortado	Cortado	ingredient
Corton (meat spread)	Cretons	ingredient
Corton, a French Canadian meat spread	Cretons	ingredient
Coruba	J. Wray and Nephew Ltd.	ingredient
Corunda	Corunda	dish
Corundas	Corunda	dish
Coryphaena hippurus	Mahi-mahi	ingredient
Coryphaena lippurus	Mahi-mahi	ingredient
Corzetti	Corzetti	ingredient
Corzetti ai pinoli	Corzetti	ingredient
Cosmo (cocktail)	Cosmopolitan (cocktail)	ingredient
Cosmo cocktail	Cosmopolitan (cocktail)	ingredient
Cosmonaut (cocktail)	Screwdriver (cocktail)	ingredient
Cosmopolitan (cocktail)	Cosmopolitan (cocktail)	ingredient
Cosmopolitan (drink)	Cosmopolitan (cocktail)	ingredient
Cosmopolitan cocktail	Cosmopolitan (cocktail)	ingredient
Costa Rica cuisine	Costa Rican cuisine	cuisine
Costa Rican cuisine	Costa Rican cuisine	cuisine
Costa rican cuisine	Costa Rican cuisine	cuisine
Costeno cheese	Costeño cheese	ingredient
Costeño cheese	Costeño cheese	ingredient
Costoletta	Cotoletta	dish
Costoletta alla milanese	Veal Milanese	dish
Cotlet	Aplets &amp; Cotlets	dish
Coto (food)	Soto (food)	dish
Cotoletta	Cotoletta	dish
Cotoletta alla bolognese	Cotoletta alla bolognese	dish
Cotoletta alla milanese	Veal Milanese	dish
Cotoletta alla palermitana	Cotoletta	dish
Cotolette alla Bolognese	Cotoletta	dish
Cotriade	Cotriade	ingredient
Cottage bacon	Bacon	dish
Cottage cheese noodles	Lokshen mit kaese	dish
Cottage cheese pasta	Lokshen mit kaese	dish
Cottage pie	Shepherd's pie	dish
Cotto salami	Salami	dish
Cou-Cou	Cou-cou	dish
Cou-cou	Cou-cou	dish
Couac	Couac	dish
Couche	Proofing (baking technique)	dish
Coucougnette	Coucougnette	dish
Cougnou	Cougnou	dish
Coulibiac	Coulibiac	dish
Coumpa	Raspeball	dish
Countess (cake)	Countess (cake)	dish
Country Captain	Country Captain	dish
Country Fresh	Dean Foods	dish
Country Hearth	Flowers Foods	dish
Country Time	Country Time	dish
Country Time Lemonade	Country Time	dish
Country Tyme	Country Time	dish
Country captain	Country Captain	dish
Country fried steak	Chicken-fried steak	dish
Country gravy	Gravy	ingredient
Country-fried steak	Chicken-fried steak	dish
Coupe Dänemark	Dame blanche (dessert)	dish
Coupe du Monde de la Patisserie	World Pastry Cup	dish
Coupe du Monde de la Pâtisserie	World Pastry Cup	dish
Couque de Dinant	Couque de Dinant	dish
Couques de Dinant	Couque de Dinant	dish
Courgette Lasagne	Lasagna	dish
Courgette lasagne	Lasagna	dish
Court bouillon	Court-bouillon	ingredient
Court-bouillon	Court-bouillon	ingredient
Cous Cous	Couscous	dish
Cous cous	Couscous	dish
Cous-cous	Couscous	dish
Couscous	Couscous	dish
Couscous royal	Couscous	dish
Couscoussier	Couscoussier	tool
Coussin de Lyon	Coussin de Lyon	dish
Couve	Collard (plant)	ingredient
Couve galega	Collard (plant)	ingredient
Couve-galega	Collard (plant)	ingredient
Coventry God Cakes	Coventry Godcake	dish
Coventry Godcake	Coventry Godcake	dish
Coventry Godcakes	Coventry Godcake	dish
Covrig	Covrigi	dish
Covrigi	Covrigi	dish
Cow &amp; Gate	Cow &amp; Gate	ingredient
Cow Chocolate	Cow Chocolate	ingredient
Cow Oil	Ghee	dish
Cow and Gate	Cow &amp; Gate	ingredient
Cow cake	Bánh bò	dish
Cow cheese	Cheese	dish
Cow cod soup	Cow cod soup	dish
Cow stomachs	Tripe	dish
Cow tongue pastry	Ox-tongue pastry	dish
Cow's	Cows Creamery	ingredient
Cow's trotter	Cow's trotter	dish
Cow-tongue pastry	Ox-tongue pastry	dish
Cowboy eggs	Egg in the basket	dish
Cowboy wok	Discada	dish
Cowgirl Creamery	Cowgirl Creamery	ingredient
Cowhells Cake	Niujingao	dish
Cowhells cake	Niujingao	dish
Cowpathy	Panchagavya	dish
Cows (ice cream parlor)	Cows Creamery	ingredient
Cows (ice cream)	Cows Creamery	ingredient
Cows Creamery	Cows Creamery	ingredient
Coxinha	Coxinha	dish
Coyotas	Coyotas	dish
Cozido	Cocido	dish
Cozido a Portuguesa	Cozido à portuguesa	dish
Cozido a portuguesa	Cozido à portuguesa	dish
Cozido à Portuguesa	Cozido à portuguesa	dish
Cozido à portuguesa	Cozido à portuguesa	dish
Cozonac	Cozonac	dish
Cozze allo zafferano	Cozze allo zafferano	dish
Crab Curry (Goan)	Crab curry (Goan)	dish
Crab Fu Yong	Egg foo young	dish
Crab Louie	Crab Louie	dish
Crab Louis	Crab Louie	dish
Crab Rangoon	Crab Rangoon	dish
Crab Wonton	Crab Rangoon	dish
Crab Wontons	Crab Rangoon	dish
Crab Yangon	Crab Rangoon	dish
Crab and rice noodle soup	Bún riêu	dish
Crab bee hoon	Crab bee hoon	dish
Crab been hoon	Crab bee hoon	dish
Crab cracker	Nutcracker	ingredient
Crab curry (Goan)	Crab curry (Goan)	dish
Crab fat	Tomalley	ingredient
Crab fat fried rice	Aligue fried rice	dish
Crab ice cream	Crab ice cream	dish
Crab in Padang sauce	Crab in Padang sauce	dish
Crab in oyster sauce	Crab in oyster sauce	dish
Crab mustard	Tomalley	ingredient
Crab rangoon	Crab Rangoon	dish
Crab rangoon puff	Crab Rangoon	dish
Crab rangoons	Crab Rangoon	dish
Crab soup	She-crab soup	dish
Crab wonton	Crab Rangoon	dish
Crab wontons	Crab Rangoon	dish
Crabbie's	Crabbie's	ingredient
Crack pie	Milk Bar Pie	dish
Cracked wheat	Wheat	dish
Cracker (biscuit)	Cracker (food)	dish
Cracker (food)	Cracker (food)	dish
Cracker Barrel (cheese)	Lactalis	ingredient
Cracker Jack	Cracker Jack	dish
Cracker Jack Sailor	Cracker Jack	dish
Cracker Jack'D	Cracker Jack	dish
Cracker Jacks	Cracker Jack	dish
Cracker Jacks Sailor	Cracker Jack	dish
Cracker Jill	Cracker Jack	dish
Cracker biscuit	Cracker (food)	dish
Cracker biscuits	Cracker (food)	dish
Cracker nut	Japanese-style peanuts	dish
Cracker nuts	Japanese-style peanuts	dish
Crackers (food)	Cracker (food)	dish
Crackers and cheese	Cheese and crackers	dish
Cracklings	Cracklings	dish
Cracklings (chicken)	Gribenes	dish
Cracknel	Pretzel	dish
Cracovia (vodka)	Cracovia (vodka)	ingredient
Cracovia vodka	Cracovia (vodka)	ingredient
Craft dinner	Kraft Dinner	dish
Cranacan	Cranachan	dish
Cranachan	Cranachan	dish
Cranberrita	Margarita	ingredient
Cranberry Sprite	Sprite (drink)	ingredient
Cranberry wild rice bread	Cranberry wild rice bread	dish
Crannachan	Cranachan	dish
Craquelin	Craquelin	dish
Crataegus ser. Aestivales	Mayhaw	ingredient
Crataegus series Aestivales	Mayhaw	ingredient
Cravendale	Arla Foods UK	dish
Crawdad meat	Crayfish as food	dish
Crawfish (food)	Crayfish as food	dish
Crawfish as food	Crayfish as food	dish
Crawfish etouffee	Étouffée	dish
Crawfish tail	Crayfish as food	dish
Crawfish tails	Crayfish as food	dish
Crawfish étouffée	Étouffée	dish
Crawl cake	Bánh bò	dish
Crayfish (food)	Crayfish as food	dish
Crayfish as food	Crayfish as food	dish
Crayfish tail	Crayfish as food	dish
Crayfish tails	Crayfish as food	dish
Craythur	Whisky	ingredient
Cream	Cream	ingredient
Cream (food)	Cream	ingredient
Cream Box	Cream Box	ingredient
Cream Mongole	Purée Mongole	dish
Cream Puff	Profiterole	dish
Cream anglais	Crème anglaise	dish
Cream breulay	Crème brûlée	dish
Cream breuley	Crème brûlée	dish
Cream broolay	Crème brûlée	dish
Cream broolee	Crème brûlée	dish
Cream brooley	Crème brûlée	dish
Cream bruelay	Crème brûlée	dish
Cream brueley	Crème brûlée	dish
Cream brulay	Crème brûlée	dish
Cream bruley	Crème brûlée	dish
Cream caramel	Crème caramel	dish
Cream cheese and jelly	Peanut butter and jelly sandwich	ingredient
Cream cheese and jelly sandwich	Peanut butter and jelly sandwich	ingredient
Cream cheese bagel	Bagel and cream cheese	dish
Cream cheese cake	Cheesecake	dish
Cream cheese pie	Cheesecake	dish
Cream custard	Custard	dish
Cream egg	Cadbury Creme Egg	ingredient
Cream espesa	Crema (dairy product)	ingredient
Cream fresh	Crème fraîche	ingredient
Cream gravy	Gravy	ingredient
Cream of Mushroom	Cream of mushroom soup	dish
Cream of Mushroom soup	Cream of mushroom soup	dish
Cream of Rice	Cream of Wheat	dish
Cream of Wheat	Cream of Wheat	dish
Cream of asparagus	Cream of asparagus soup	dish
Cream of asparagus soup	Cream of asparagus soup	dish
Cream of blackcurrant	Crème de cassis	ingredient
Cream of broccoli	Cream of broccoli soup	dish
